id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	ms id	bigg id	kegg id	kegg pathways	metacyc pathways
rxn05166_c0	>	Cytosol_0	(gene_203 or gene_1691 or gene_695 or gene_3955)	RXNBWI-115367.ce_c0		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00149[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00149[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  Co2+_e0[e0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  Co2+_c0[c0]	rxn05166	Coabc			
rxn01208_c0	<	Cytosol_0	Unknown	R01652_c0		3.09		(1)  cpd00011[c0] + (1)  cpd00200[c0] <= (1)  cpd00067[c0] + (1)  cpd02605[c0]	(1)  CO2_c0[c0] + (1)  4MOP_c0[c0] <= (1)  H+_c0[c0] + (1)  2-isopropyl-3-oxosuccinate_c0[c0]	rxn01208	OMCDC	R01652	Valine, leucine and isoleucine biosynthesis	Amino-Acid-Biosynthesis|BRANCHED-CHAIN-AA-SYN-PWY|Biosynthesis|Energy-Metabolism|IND-AMINO-ACID-SYN|LEUCINE-SYN|LEUSYN-PWY
rxn05618_c0	>	Cytosol_0	gene_3366	manganese transport in via proton symport_c0	2.A.55|TC-2.A.55	0		(1)  cpd00030[e0] + (1)  cpd00067[e0] => (1)  cpd00030[c0] + (1)  cpd00067[c0]	(1)  Mn2+_e0[e0] + (1)  H+_e0[e0] => (1)  Mn2+_c0[c0] + (1)  H+_c0[c0]	rxn05618	MNt2			
rxn08241_c0	=	Cytosol_0	(gene_854 or gene_1659)	cobalt (Co+2) transport via diffusion (extracellular to periplasm)_c0		0		(1)  cpd00149[c0] <=> (1)  cpd00149[e0]	(1)  Co2+_c0[c0] <=> (1)  Co2+_e0[e0]	rxn08241	COBALT2tex			
rxn00260_c0	=	Cytosol_0	(gene_783 or gene_1223 or gene_183)	L-Aspartate:2-oxoglutarate aminotransferase_c0		0		(1)  cpd00024[c0] + (1)  cpd00041[c0] <=> (1)  cpd00023[c0] + (1)  cpd00032[c0]	(1)  2-Oxoglutarate_c0[c0] + (1)  L-Aspartate_c0[c0] <=> (1)  L-Glutamate_c0[c0] + (1)  Oxaloacetate_c0[c0]	rxn00260	AAT2_1	R00355	Alanine, aspartate and glutamate metabolism|Carbon fixation in photosynthetic organisms	ASPARTATE-DEG|ASPARTATE-DEG1-PWY|ASPARTATE-SYN|ASPARTATESYN-PWY|ASPASN-PWY|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|Energy-Metabolism|GLUTAMATE-DEG|GLUTDEG-PWY|IND-AMINO-ACID-SYN|ISOLEUCINE-SYN|MALATE-ASPARTATE-SHUTTLE-PWY|METHIONINE-SYN|Metabolic-Clusters|P4-PWY|PWY0-781|TCA-VARIANTS|THREONINE-BIOSYNTHESIS|THRESYN-PWY
rxn00461_c0	>	Cytosol_0	gene_2213	Phosphoenolpyruvate:UDP-N-acetyl-D-glucosamine 1-carboxyvinyl-transferase_c0	2.5.1.7	10.33		(1)  cpd00037[c0] + (1)  cpd00061[c0] => (1)  cpd00009[c0] + (1)  cpd02820[c0]	(1)  UDP-N-acetylglucosamine_c0[c0] + (1)  Phosphoenolpyruvate_c0[c0] => (1)  Phosphate_c0[c0] + (1)  UDP-N-acetylglucosamine enolpyruvate_c0[c0]	rxn00461	UAGCVT	R00660	Amino sugar and nucleotide sugar metabolism|Peptidoglycan biosynthesis	Acetylmuramoyl-Pentapeptide-Biosynthesis|Antibiotic-Resistance|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Detoxification|PEPTIDOGLYCANSYN-PWY|Peptidoglycan-Biosynthesis
rxn08234_c0	=	Cytosol_0	(gene_3618 or gene_3618)	chloride (Cl-1) transport via diffusion (extracellular to periplasm)_c0		0		(1)  cpd00099[c0] <=> (1)  cpd00099[e0]	(1)  Cl-_c0[c0] <=> (1)  Cl-_e0[e0]	rxn08234	CLtex			
rxn02989_c0	<	Cytosol_0	Unknown	R04293_c0		27.96		(1)  cpd00001[c0] + (1)  cpd02333[c0] <= (1)  cpd02692[c0]	(1)  H2O_c0[c0] + (1)  Quinolinate_c0[c0] <= (1)  2-Amino-3-carboxymuconate semialdehyde_c0[c0]	rxn02989	QUILSYN	R04293	Tryptophan metabolism	Biosynthesis|Cofactor-Biosynthesis|NAD-Metabolism|NAD-SYN|NADSYN-PWY
rxn05247_c0	>	Cytosol_0	gene_1509	FACOAL140(ISO)_c0		-4.296		(1)  cpd00002[c0] + (1)  cpd00010[c0] + (1)  cpd11430[c0] => (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd11435[c0]	(1)  ATP_c0[c0] + (1)  CoA_c0[c0] + (1)  fa1_c0[c0] => (1)  PPi_c0[c0] + (1)  AMP_c0[c0] + (1)  fa1coa_c0[c0]	rxn05247				
rxn10303_c0	=	Cytosol_0	gene_317	isotetradecanoyl-lipoteichoic acid synthesis (n=24), linked, glucose substituted_c0		-40.8		(24)  cpd00026[c0] + (1)  cpd15751[c0] <=> (24)  cpd00014[c0] + (1)  cpd15760[c0]	(24)  UDP-glucose_c0[c0] + (1)  Isotetradecanoyllipoteichoic acid (n=24) , linked, unsubstituted_c0[c0] <=> (24)  UDP_c0[c0] + (1)  Isotetradecanoyllipoteichoic acid (n=24) , linked, glucose substituted_c0[c0]	rxn10303				
rxn00858_c0	>	Cytosol_0	gene_284	Agmatine amidinohydrolase_c0		-3.9		(1)  cpd00001[c0] + (1)  cpd00152[c0] => (1)  cpd00073[c0] + (1)  cpd00118[c0]	(1)  H2O_c0[c0] + (1)  Agmatine_c0[c0] => (1)  Urea_c0[c0] + (1)  Putrescine_c0[c0]	rxn00858	AGMT	R01157	Arginine and proline metabolism	ARG+POLYAMINE-SYN|ARGDEG-PWY|ARGININE-DEG|Amino-Acid-Degradation|Biosynthesis|Degradation|ORNARGDEG-PWY|POLYAMSYN-PWY|PWY0-823|Polyamine-Biosynthesis|Putrescine-Biosynthesis
rxn03136_c0	=	Cytosol_0	gene_1905	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole AMP-lyase_c0		7.34		(1)  cpd02921[c0] <=> (1)  cpd00067[c0] + (1)  cpd00106[c0] + (1)  cpd02851[c0]	(1)  SAICAR_c0[c0] <=> (1)  H+_c0[c0] + (1)  Fumarate_c0[c0] + (1)  AICAR_c0[c0]	rxn03136	ADE13_1	R04559	Purine metabolism	
rxn04791_c0	=	Cytosol_0	Unknown	S-(hydroxymethyl)glutathione synthase_c0		0.83		(1)  cpd00042[c0] + (1)  cpd00055[c0] <=> (1)  cpd09879[c0]	(1)  GSH_c0[c0] + (1)  Formaldehyde_c0[c0] <=> (1)  S-(Hydroxymethyl) glutathione_c0[c0]	rxn04791	FALGTHLs	R06982	Methane metabolism	C1-COMPOUNDS|Degradation|Formaldehyde-Oxidation
rxn02937_c0	>	Cytosol_0	gene_3028	2-(Formamido)-N1-(5-phosphoribosyl)acetamidine cyclo-ligase (ADP-forming)_c0		20.66		(1)  cpd00002[c0] + (1)  cpd02826[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd02140[c0]	(1)  ATP_c0[c0] + (1)  5'-Phosphoribosylformylglycinamidine_c0[c0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  AIR_c0[c0]	rxn02937	ADE5_7_2	R04208	Purine metabolism	AIR-Biosynthesis|Biosynthesis|DENOVOPURINE2-PWY|Nucleotide-Biosynthesis|PRPP-PWY|PUR-NUC-SYN|Purine-Nucleotide-De-Novo-Biosynthesis
rxn01652_c0	=	Cytosol_0	gene_3384	S-Aminomethyldihydrolipoylprotein:(6S)-tetrahydrofolate aminomethyltransferase (ammonia-forming)_c0		-1.41		(1)  cpd00001[c0] + (1)  cpd00347[c0] <=> (1)  cpd00067[c0] + (1)  cpd02197[c0]	(1)  H2O_c0[c0] + (1)  5-10-Methenyltetrahydrofolate_c0[c0] <=> (1)  H+_c0[c0] + (1)  5-Formyltetrahydrofolate_c0[c0]	rxn01652	FOMETR	R02300	One carbon pool by folate	Biosynthesis|Cofactor-Biosynthesis|Folate-Biosynthesis|Vitamin-Biosynthesis
rxn03137_c0	=	Cytosol_0	gene_2440	10-Formyltetrahydrofolate:5'-phosphoribosyl-5-amino-4-imidazolecarboxamide formyltransferase_c0		-19.74		(1)  cpd00201[c0] + (1)  cpd02851[c0] <=> (1)  cpd00087[c0] + (1)  cpd02884[c0]	(1)  10-Formyltetrahydrofolate_c0[c0] + (1)  AICAR_c0[c0] <=> (1)  Tetrahydrofolate_c0[c0] + (1)  FAICAR_c0[c0]	rxn03137	ADE16_1	R04560	Purine metabolism|One carbon pool by folate	Biosynthesis|DENOVOPURINE2-PWY|IMP-Biosynthesis|Nucleotide-Biosynthesis|PRPP-PWY|PUR-NUC-SYN|Purine-Nucleotide-De-Novo-Biosynthesis
rxn08715_c0	>	Cytosol_0	gene_3189	Mercury (Hg+2) ABC transporter (periplasm)_c0		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00531[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00531[e0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  Hg2+_c0[c0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  Hg2+_e0[e0]	rxn08715	HG2abcpp			
rxn05462_c0	=	Cytosol_0	gene_3173	trans-Octodec-2-enoyl-ACP hydro-lyase_c0		2.163		(1)  cpd11571[c0] <=> (1)  cpd00001[c0] + (1)  cpd11572[c0]	(1)  3-Hydroxyoctodecanoyl-ACP_c0[c0] <=> (1)  H2O_c0[c0] + (1)  trans-Octodec-2-enoyl-ACP_c0[c0]	rxn05462				
rxn05239_c0	>	Cytosol_0	(gene_1755 or (gene_1508 or gene_821))	adenosine 3',5'-bisphosphate,sulfite:oxidized-thioredoxin oxidoreductase (3'-phosphoadenosine-5'-phosphosulfate -forming)_c0				(1)  cpd00044[c0] + (1)  cpd11421[c0] => (1)  cpd00045[c0] + (1)  cpd00067[c0] + (1)  cpd00081[c0] + (1)  cpd11420[c0]	(1)  3-phosphoadenylylsulfate_c0[c0] + (1)  trdrd_c0[c0] => (1)  Adenosine 3-5-bisphosphate_c0[c0] + (1)  H+_c0[c0] + (1)  Sulfite_c0[c0] + (1)  trdox_c0[c0]	rxn05239	PAPR	R02021	Sulfur metabolism	
rxn08312_c0	>	Cytosol_0	gene_1008	CDP-diacylglycerol synthetase (n-C18:1)_c0		270.92		(1)  cpd00052[c0] + (1)  cpd15527[c0] => (1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd15420[c0]	(1)  CTP_c0[c0] + (1)  1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate_c0[c0] => (1)  PPi_c0[c0] + (1)  H+_c0[c0] + (1)  CDP-1,2-dioctadec-11-enoylglycerol_c0[c0]	rxn08312	DASYN181			
rxn01961_c0	>	Cytosol_0	(gene_1379 or gene_2546)	Xanthosine 5'-phosphate phosphohydrolase_c0		7.21		(1)  cpd00001[c0] + (1)  cpd00497[c0] => (1)  cpd00009[c0] + (1)  cpd01217[c0]	(1)  H2O_c0[c0] + (1)  XMP_c0[c0] => (1)  Phosphate_c0[c0] + (1)  Xanthosine_c0[c0]	rxn01961	NTD10	R02719	Purine metabolism	AROMATIC-COMPOUNDS-DEGRADATION|Adenosine-Nucleotides-Degradation|Biosynthesis|Degradation|NUCLEO-DEG|P165-PWY|Polyamine-Biosynthesis|Purine-Degradation|URSIN-PWY|Urate-Degradation
rxn01517_c0	=	Cytosol_0	gene_4079	ATP:dUMP phosphotransferase_c0		9.53		(1)  cpd00002[c0] + (1)  cpd00067[c0] + (1)  cpd00299[c0] <=> (1)  cpd00008[c0] + (1)  cpd00978[c0]	(1)  ATP_c0[c0] + (1)  H+_c0[c0] + (1)  dUMP_c0[c0] <=> (1)  ADP_c0[c0] + (1)  dUDP_c0[c0]	rxn01517	URA6_3	R02098	Pyrimidine metabolism	
rxn08040_c0	=	Cytosol_0	(gene_1177 or gene_2688)	UDP-N-acetyl-D-glucosamine:undecaprenyl-phosphate N-acetyl-D-glucosamine phosphotransferase_c0		0		(1)  cpd00037[c0] + (1)  cpd00286[c0] <=> (1)  cpd00091[c0] + (1)  cpd00946[c0]	(1)  UDP-N-acetylglucosamine_c0[c0] + (1)  Undecaprenylphosphate_c0[c0] <=> (1)  UMP_c0[c0] + (1)  Undecaprenyl diphospho N-acetyl-glucosamine_c0[c0]	rxn08040	ACGAMT	R08856		Biosynthesis|Cell-Structure-Biosynthesis|ECASYN-PWY|TEICHOICACID-PWY
rxn02021_c0	=	Cytosol_0	gene_3974	Hg:NADP+ oxidoreductase_c0	1.16.1.1	14.8		(1)  cpd00006[c0] + (1)  cpd00965[c0] <=> (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd00531[c0]	(1)  NADP_c0[c0] + (1)  Hg_c0[c0] <=> (1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  Hg2+_c0[c0]	rxn02021		R02807		Detoxification|Mercury-Detoxification|P641-PWY
rxn07343_c0	=	Cytosol_0	gene_2501	7,9,7',9'-tetracis-lycopene cis-trans-isomerase_c0	5.2.1.13	0		(1)  cpd14589[c0] <=> (1)  cpd03217[c0]	(1)  7,9,7',9'-Tetra-cis-lycopene_c0[c0] <=> (1)  Lycopene_c0[c0]	rxn07343		R07512	Carotenoid biosynthesis	Biosynthesis|CAROTENOID-PWY|CAROTENOID-SYN|Lycopene-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis
rxn03141_c0	>	Cytosol_0	gene_2508	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysine:alanyl-D-alanine_c0		-6.354		(1)  cpd00002[c0] + (1)  cpd00731[c0] + (1)  cpd03490[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd02862[c0]	(1)  ATP_c0[c0] + (1)  Ala-Ala_c0[c0] + (1)  UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine_c0[c0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala) _c0[c0]	rxn03141				
rxn05006_c0	=	Cytosol_0	(gene_619 or gene_3025 or gene_3350)	S-adenosyl-L-methionine:precorrin-1 C-methyltransferase_c0				(1)  cpd00017[c0] + (1)  cpd11206[c0] <=> (1)  cpd00019[c0] + (1)  cpd01620[c0]	(1)  S-Adenosyl-L-methionine_c0[c0] + (1)  Precorrin 1_c0[c0] <=> (1)  S-Adenosyl-homocysteine_c0[c0] + (1)  Precorrin 2_c0[c0]	rxn05006		R07238		Adenosylcobalamin-Biosynthesis|Biosynthesis|Cobalamin-Biosynthesis|Cofactor-Biosynthesis|P381-PWY|Porphyrin-Compounds-Biosynthesis|Vitamin-Biosynthesis
rxn05331_c0	=	Cytosol_0	gene_3173	(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase_c0		2.16		(1)  cpd11480[c0] <=> (1)  cpd00001[c0] + (1)  cpd11469[c0]	(1)  D-3-Hydroxydodecanoyl-[acp]_c0[c0] <=> (1)  H2O_c0[c0] + (1)  (2E) -Dodecenoyl-[acp]_c0[c0]	rxn05331	3HAD120	R04965	Fatty acid biosynthesis	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|Palmitate-Biosynthesis
rxn00533_c0	>	Cytosol_0	(gene_2889 or gene_2874)	Acetyl-CoA:carbon-dioxide ligase (ADP-forming)_c0		-1.07		(1)  cpd00002[c0] + (1)  cpd00022[c0] + (1)  cpd00242[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00070[c0]	(1)  ATP_c0[c0] + (1)  Acetyl-CoA_c0[c0] + (1)  H2CO3_c0[c0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  Malonyl-CoA_c0[c0]	rxn00533	ACC1	R00742	Tetracycline biosynthesis|Pyruvate metabolism|Propanoate metabolism|Carbon fixation pathways in prokaryotes	Antibiotic-Biosynthesis|Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CO2-Fixation|Degradation|FASYN-INITIAL-PWY|Fatty-acid-biosynthesis|Lipid-Biosynthesis|Other-Degradation|PWY0-881|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn08309_c0	>	Cytosol_0	gene_1008	CDP-diacylglycerol synthetase (n-C16:0)_c0		270.92		(1)  cpd00052[c0] + (1)  cpd15524[c0] => (1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd15419[c0]	(1)  CTP_c0[c0] + (1)  1,2-dihexadecanoyl-sn-glycerol 3-phosphate_c0[c0] => (1)  PPi_c0[c0] + (1)  H+_c0[c0] + (1)  CDP-1,2-dihexadecanoylglycerol_c0[c0]	rxn08309	DASYN160			
rxn02476_c0	=	Cytosol_0	gene_1684	Phosphoenolpyruvate:3-phosphoshikimate 5-O-(1-carboxyvinyl)-transferase_c0		10.33		(1)  cpd00061[c0] + (1)  cpd02030[c0] <=> (1)  cpd00009[c0] + (1)  cpd00932[c0]	(1)  Phosphoenolpyruvate_c0[c0] + (1)  3-phosphoshikimate_c0[c0] <=> (1)  Phosphate_c0[c0] + (1)  5-O--1-Carboxyvinyl-3-phosphoshikimate_c0[c0]	rxn02476	ARO1_5	R03460	Phenylalanine, tyrosine and tryptophan biosynthesis	ALL-CHORISMATE-PWY|ARO-PWY|AROMATIC-COMPOUNDS-BIOSYN|Amino-Acid-Biosynthesis|Biosynthesis|COMPLETE-ARO-PWY|Chorismate-Biosynthesis
rxn01512_c0	=	Cytosol_0	gene_237	ATP:dTDP phosphotransferase_c0		0		(1)  cpd00002[c0] + (1)  cpd00297[c0] <=> (1)  cpd00008[c0] + (1)  cpd00357[c0]	(1)  ATP_c0[c0] + (1)  dTDP_c0[c0] <=> (1)  ADP_c0[c0] + (1)  TTP_c0[c0]	rxn01512	NDPK4	R02093	Pyrimidine metabolism	Biosynthesis|Nucleotide-Biosynthesis|PWY0-166|PYR-NUC-SYN|Pyrimid-Deoxyribonucleot-De-Novo-Biosyn
rxn03841_c0	>	Cytosol_0	gene_1463	4-amino-4-deoxychorismate pyruvate-lyase_c0		-36.97		(1)  cpd08210[c0] => (1)  cpd00020[c0] + (1)  cpd00067[c0] + (1)  cpd00443[c0]	(1)  ADC_c0[c0] => (1)  Pyruvate_c0[c0] + (1)  H+_c0[c0] + (1)  ABEE_c0[c0]	rxn03841	ADCL	R05553	Folate biosynthesis	ALL-CHORISMATE-PWY|Antibiotic-Biosynthesis|Biosynthesis|Cofactor-Biosynthesis|FOLSYN-PWY|Folate-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Vitamin-Biosynthesis
rxn01084_c0	>	Cytosol_0	gene_1066	ATP:cob(I)alamin Co-beta-adenosyltransferase_c0				(1)  cpd00002[c0] + (1)  cpd00635[c0] => (1)  cpd00166[c0] + (1)  cpd00421[c0]	(1)  ATP_c0[c0] + (1)  Cbl_c0[c0] => (1)  Calomide_c0[c0] + (1)  Triphosphate_c0[c0]	rxn01084				
rxn05517_c0	=	Cytosol_0	gene_542	cadminum transport out via antiport_c0		0		(1)  cpd00067[e0] + (1)  cpd00205[e0] + (1)  cpd01012[c0] <=> (1)  cpd00067[c0] + (1)  cpd00205[c0] + (1)  cpd01012[e0]	(1)  H+_e0[e0] + (1)  K+_e0[e0] + (1)  Cd2+_c0[c0] <=> (1)  H+_c0[c0] + (1)  K+_c0[c0] + (1)  Cd2+_e0[e0]	rxn05517				
rxn04113_c0	>	Cytosol_0	gene_93	isopentenyl-diphosphate:NAD(P)+ oxidoreductase_c0		-16.86		(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd08615[c0] => (1)  cpd00001[c0] + (1)  cpd00006[c0] + (1)  cpd00113[c0]	(1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  1-Hydroxy-2-methyl-2-butenyl 4-diphosphate_c0[c0] => (1)  H2O_c0[c0] + (1)  NADP_c0[c0] + (1)  Isopentenyldiphosphate_c0[c0]	rxn04113		R05884	Terpenoid backbone biosynthesis	Biosynthesis|Cofactor-Biosynthesis|DITERPENOID-SYN|GGPP-Biosynthesis|NONMEVIPP-PWY|Other-biosynthesis|Polyprenyl-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis
rxn05551_c0	=	Cytosol_0	gene_1372	ethanolamine transport in/out via proton symport_c0	2.A.3.5|TC-2.A.3.5	0		(1)  cpd00067[e0] + (1)  cpd00162[e0] <=> (1)  cpd00067[c0] + (1)  cpd00162[c0]	(1)  H+_e0[e0] + (1)  Aminoethanol_e0[e0] <=> (1)  H+_c0[c0] + (1)  Aminoethanol_c0[c0]	rxn05551	ETHAt6			
rxn04748_c0	>	Cytosol_0	gene_201	salicylate,NADH:oxygen oxidoreductase (1-hydroxylating,decarboxylating)_c0		-95.93		(1)  cpd00004[c0] + (1)  cpd00007[c0] + (2)  cpd00067[c0] + (1)  cpd09806[c0] => (1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd00011[c0] + (1)  cpd04117[c0]	(1)  NADH_c0[c0] + (1)  O2_c0[c0] + (2)  H+_c0[c0] + (1)  m-Cresotic acid_c0[c0] => (1)  H2O_c0[c0] + (1)  NAD_c0[c0] + (1)  CO2_c0[c0] + (1)  4-Methylcatechol_c0[c0]	rxn04748		R06939	Naphthalene degradation	AROMATIC-COMPOUNDS-DEGRADATION|Degradation
rxn06979_c0	>	Cytosol_0	gene_3230	cobyrinate:L-glutamine amido-ligase (ADP-forming)_c0		-13.63		(2)  cpd00001[c0] + (2)  cpd00002[c0] + (2)  cpd00053[c0] + (1)  cpd03421[c0] => (2)  cpd00008[c0] + (2)  cpd00009[c0] + (2)  cpd00023[c0] + (2)  cpd00067[c0] + (1)  cpd03914[c0]	(2)  H2O_c0[c0] + (2)  ATP_c0[c0] + (2)  L-Glutamine_c0[c0] + (1)  Cobyrinate_c0[c0] => (2)  ADP_c0[c0] + (2)  Phosphate_c0[c0] + (2)  L-Glutamate_c0[c0] + (2)  H+_c0[c0] + (1)  Cob(II) yrinate diamide_c0[c0]	rxn06979	CBIA	R05815	Porphyrin and chlorophyll metabolism	Adenosylcobalamin-Biosynthesis|Biosynthesis|Cobalamin-Biosynthesis|Cofactor-Biosynthesis|Vitamin-Biosynthesis
rxn05599_c0	>	Cytosol_0	gene_4141	cysteate transport via ABC system_c0		-6.817		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00395[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00395[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  L-Cysteate_e0[e0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  L-Cysteate_c0[c0]	rxn05599				
rxn01257_c0	=	Cytosol_0	gene_2998	chorismate:L-glutamine aminotransferase_c0		-7.19		(1)  cpd00053[c0] + (1)  cpd00216[c0] <=> (1)  cpd00023[c0] + (1)  cpd08210[c0]	(1)  L-Glutamine_c0[c0] + (1)  Chorismate_c0[c0] <=> (1)  L-Glutamate_c0[c0] + (1)  ADC_c0[c0]	rxn01257	ABZ1	R01716	Folate biosynthesis	ALL-CHORISMATE-PWY|Antibiotic-Biosynthesis|Biosynthesis|Cofactor-Biosynthesis|FOLSYN-PWY|Folate-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Vitamin-Biosynthesis
rxn00903_c0	=	Cytosol_0	gene_380	L-Valine:2-oxoglutarate aminotransferase_c0		0		(1)  cpd00024[c0] + (1)  cpd00156[c0] <=> (1)  cpd00023[c0] + (1)  cpd00123[c0]	(1)  2-Oxoglutarate_c0[c0] + (1)  L-Valine_c0[c0] <=> (1)  L-Glutamate_c0[c0] + (1)  3-Methyl-2-oxobutanoate_c0[c0]	rxn00903	BAT2_2	R01214	Valine, leucine and isoleucine degradation|Valine, leucine and isoleucine biosynthesis|Pantothenate and CoA biosynthesis|Glucosinolate biosynthesis	ALANINE-SYN|ALANINE-VALINESYN-PWY|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|BRANCHED-CHAIN-AA-SYN-PWY|Biosynthesis|Degradation|IND-AMINO-ACID-SYN|PWY0-1061|VALDEG-PWY|VALINE-BIOSYNTHESIS|VALINE-DEG|VALSYN-PWY
rxn00980_c0	>	Cytosol_0	gene_2662	2-Phosphoglycolate phosphohydrolase_c0		7.21		(1)  cpd00001[c0] + (1)  cpd00727[c0] => (1)  cpd00009[c0] + (1)  cpd00139[c0]	(1)  H2O_c0[c0] + (1)  2-Phosphoglycolate_c0[c0] => (1)  Phosphate_c0[c0] + (1)  Glycolate_c0[c0]	rxn00980	PGLYCP	R01334	Glyoxylate and dicarboxylate metabolism	Energy-Metabolism|Photosynthesis
rxn00056_c0	>	Cytosol_0	(gene_2045 or gene_446)	Fe(II):oxygen oxidoreductase_c0		-8.17		(1)  cpd00007[c0] + (4)  cpd00067[c0] + (4)  cpd10515[c0] => (2)  cpd00001[c0] + (4)  cpd10516[c0]	(1)  O2_c0[c0] + (4)  H+_c0[c0] + (4)  Fe2+_c0[c0] => (2)  H2O_c0[c0] + (4)  fe3_c0[c0]	rxn00056		R00078	Porphyrin and chlorophyll metabolism	
rxn00016_c0	>	Cytosol_0	gene_2823	chitobiose N-acetylglucosaminohydrolase_c0		-3.11		(1)  cpd00001[c0] + (1)  cpd01157[c0] => (2)  cpd00122[c0]	(1)  H2O_c0[c0] + (1)  Chitobiose_c0[c0] => (2)  N-Acetyl-D-glucosamine_c0[c0]	rxn00016	HXAD	R00022	Amino sugar and nucleotide sugar metabolism	
rxn02213_c0	>	Cytosol_0	gene_2579	3-Dehydroquinate hydro-lyase_c0		-8.48		(1)  cpd00699[c0] => (1)  cpd00001[c0] + (1)  cpd01716[c0]	(1)  5-Dehydroquinate_c0[c0] => (1)  H2O_c0[c0] + (1)  3-Dehydroshikimate_c0[c0]	rxn02213	ARO1_2	R03084	Phenylalanine, tyrosine and tryptophan biosynthesis	ALL-CHORISMATE-PWY|ARO-PWY|AROMATIC-COMPOUNDS-BIOSYN|AROMATIC-COMPOUNDS-DEGRADATION|Amino-Acid-Biosynthesis|Biosynthesis|COMPLETE-ARO-PWY|Chorismate-Biosynthesis|Degradation|QUINATEDEG-PWY|Quinate-Degradation
rxn05441_c0	>	Cytosol_0	(gene_2349 or gene_1165)	9-methyl-trans-dec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0		-16.55		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd11531[c0] => (1)  cpd00003[c0] + (1)  cpd11532[c0]	(1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  9-methyl-trans-dec-2-enoyl-ACP_c0[c0] => (1)  NAD_c0[c0] + (1)  9-methyl-decanoyl-ACP_c0[c0]	rxn05441				
